b_tgt,cat_input1,cat_input2,demog_age,demog_ho,demog_homeval,demog_inc,demog_pr,rfm1,rfm2,rfm3,rfm4,rfm5,rfm6,rfm7,rfm8,rfm9,rfm10,rfm11,rfm12,demog_genf,demog_genm,account
0,Z,A,NA,0,146391,$0.00 ,30,$15.00 ,$15.00 ,$15.00 ,$15.00 ,1,1,1,1,21,8,3,21,1,0,100101640
0,X,E,71,1,48485,58824,36,$5.33 ,$5.00 ,$4.00 ,$10.00 ,6,7,2,3,19,12,6,38,0,1,100431812
0,X,A,42,1,80109,69650,0,$20.00 ,$15.91 ,,$20.00 ,1,11,0,6,19,13,6,102,0,1,100386600
0,Z,E,NA,0,62270,61689,22,$20.00 ,$20.00 ,,$20.00 ,0,0,0,0,19,9,3,19,1,0,100381263
0,X,C,75,1,106316,67342,26,$12.17 ,$9.30 ,$12.25 ,$14.00 ,6,10,4,7,21,13,6,64,1,0,100880027
0,X,E,NA,0,26689,$0.00 ,0,$5.60 ,$5.17 ,$5.00 ,$5.00 ,5,6,2,2,19,12,6,32,1,0,100054047
0,X,C,NA,0,28811,34694,40,$16.00 ,$10.33 ,$16.00 ,$16.00 ,1,9,1,5,20,14,6,92,1,0,100627812
0,X,A,87,0,112295,$0.00 ,35,$10.67 ,$8.83 ,$10.00 ,$10.00 ,6,30,3,18,24,12,6,129,1,0,100038285
1,X,B,NA,0,94587,35705,50,$12.67 ,$8.68 ,$13.00 ,$12.00 ,3,19,2,11,20,13,6,126,0,1,100644164
0,Z,E,57,1,29995,21693,23,$30.00 ,$30.00 ,,$30.00 ,1,1,0,0,16,12,5,16,0,1,100634253
0,X,B,65,1,138616,64524,40,$20.00 ,$11.17 ,$20.00 ,$20.00 ,1,6,1,3,16,14,6,69,1,0,101023642
1,X,B,60,1,94295,41544,29,$10.50 ,$8.43 ,$10.50 ,$12.00 ,4,7,4,6,16,13,6,68,1,0,100908939
0,X,E,29,1,63630,36559,36,$11.75 ,$11.75 ,$10.00 ,$12.00 ,4,4,1,1,15,13,6,30,0,1,100743646
0,X,E,NA,1,46811,38141,37,$7.33 ,$12.89 ,$6.00 ,$10.00 ,3,18,2,14,19,13,5,127,0,1,100088466
0,Y,E,33,0,49993,51535,24,$6.67 ,$7.50 ,$5.00 ,$10.00 ,3,4,1,1,15,13,6,21,1,0,100187552
1,X,E,65,1,47424,47801,47,$7.50 ,$5.57 ,$6.67 ,$10.00 ,4,14,3,10,18,13,6,93,0,1,100528846
0,Z,E,77,0,46033,$0.00 ,47,$15.00 ,$15.00 ,,$15.00 ,1,1,0,0,20,8,3,20,1,0,100557795
0,X,E,17,0,49416,$0.00 ,46,$17.50 ,$14.00 ,$20.00 ,$20.00 ,2,9,1,4,24,11,6,65,0,1,100035923
0,X,A,79,0,72211,56368,0,$0.00 ,$18.00 ,,$20.00 ,0,7,0,1,12,25,6,52,1,0,100096946
0,X,A,NA,1,141764,84113,32,$10.00 ,$9.57 ,$10.00 ,$10.00 ,2,14,1,5,16,16,6,128,1,0,100699116
0,Y,B,75,1,60283,40839,52,$9.75 ,$9.14 ,$9.50 ,$10.00 ,4,14,2,8,16,11,5,77,1,0,100065393
0,X,A,NA,0,159488,$0.00 ,9,$6.50 ,$6.23 ,$7.60 ,$4.00 ,9,14,6,9,18,12,7,57,1,0,100120773
0,Z,A,56,1,101718,30922,30,$11.00 ,$11.00 ,$7.00 ,$15.00 ,2,2,1,1,17,12,6,24,1,0,100973744
0,Z,B,50,0,189724,$0.00 ,24,$0.00 ,$62.50 ,,$100.00 ,0,4,0,0,10,26,5,21,0,1,100813496
1,X,D,39,0,49741,50246,29,$15.00 ,$12.21 ,$15.00 ,$15.00 ,1,19,1,12,23,13,6,92,0,1,100321280
0,X,E,50,1,41812,47694,35,$10.00 ,$8.67 ,$10.00 ,$10.00 ,4,9,2,4,15,13,6,89,0,1,100960806
0,Z,B,67,1,83606,60282,27,$10.00 ,$11.67 ,$10.00 ,$15.00 ,2,3,1,1,19,14,6,21,1,0,100201319
0,X,C,47,0,214282,$0.00 ,22,$19.00 ,$13.40 ,$19.00 ,$19.00 ,1,5,1,3,23,10,4,78,0,1,100057597
0,X,E,NA,0,44799,39693,27,$8.83 ,$5.91 ,$7.67 ,$9.00 ,7,23,4,13,20,13,6,89,1,0,100853334
0,X,A,79,1,45074,41458,0,$16.50 ,$13.10 ,$16.50 ,$15.00 ,4,10,4,7,18,13,6,93,0,1,100001245
0,Z,C,57,1,94301,54196,39,$12.67 ,$12.67 ,$13.00 ,$16.00 ,3,3,2,2,15,14,5,23,1,0,100317445
0,X,E,70,1,46405,41169,32,$12.00 ,$11.60 ,,$15.00 ,5,6,1,1,19,13,7,39,1,0,100561225
0,X,D,65,1,89587,53139,34,$42.50 ,$38.13 ,$42.50 ,$25.00 ,2,8,2,5,17,14,6,99,0,1,101000779
0,Z,E,NA,0,76981,$0.00 ,42,$20.00 ,$20.00 ,$20.00 ,$20.00 ,1,1,1,1,21,10,4,21,1,0,100633407
0,X,E,70,0,56269,58823,24,$20.00 ,$6.08 ,$20.00 ,$20.00 ,0,12,0,5,20,6,3,125,1,0,100667269
0,X,E,NA,0,34903,38438,30,$22.50 ,$13.11 ,,$25.00 ,1,8,0,6,17,12,5,97,1,0,100951218
0,X,C,NA,1,134729,56619,14,$10.00 ,$9.41 ,$10.00 ,$10.00 ,7,17,4,8,18,13,6,74,1,0,100976355
0,X,D,NA,0,55013,$0.00 ,33,$22.00 ,$11.85 ,,$22.00 ,1,20,0,10,18,7,4,129,1,0,100974775
0,Z,E,69,1,41504,46507,40,$15.00 ,$15.00 ,$15.00 ,$15.00 ,1,1,1,1,21,10,3,21,0,1,100847072
1,Y,E,84,0,84119,23933,3,$15.67 ,$14.40 ,$15.00 ,$18.00 ,2,14,1,6,5,22,6,100,1,0,100205701
1,Y,E,52,0,52126,46475,43,$6.25 ,$5.80 ,$4.50 ,$10.00 ,4,5,2,2,15,12,5,29,1,0,100368087
0,Z,D,NA,0,68578,$0.00 ,54,$25.00 ,$25.00 ,$25.00 ,$25.00 ,1,1,1,1,21,13,5,21,0,1,100719912
0,X,B,67,1,195701,59237,48,$12.40 ,$12.40 ,$12.40 ,$14.00 ,5,5,5,5,16,15,6,33,0,1,100523854
1,X,B,67,1,94803,48304,40,$11.50 ,$9.07 ,$11.50 ,$14.00 ,4,15,4,11,21,14,5,87,0,1,100136447
0,X,E,60,1,34001,31566,22,$15.00 ,$10.33 ,,$15.00 ,2,6,0,1,15,16,5,78,1,0,100381387
0,X,A,72,1,125585,83153,26,$10.00 ,$6.86 ,$10.00 ,$6.00 ,3,8,2,4,19,8,4,105,1,0,100216538
1,X,E,NA,0,92214,52540,0,$5.75 ,$5.00 ,$3.00 ,$10.00 ,4,17,1,8,19,14,6,126,1,0,100279699
0,Z,D,32,1,62995,49261,30,$7.33 ,$7.33 ,$6.00 ,$10.00 ,3,3,2,2,15,12,5,27,0,1,100178094
0,X,C,51,1,78208,61770,27,$18.67 ,$15.33 ,$20.00 ,$20.00 ,3,6,2,5,17,11,5,91,0,1,100847548
0,X,B,70,1,59787,66214,51,$12.33 ,$11.02 ,,$15.00 ,4,16,1,9,20,14,7,127,0,1,100612162
0,X,B,86,0,55014,62441,32,$100.00 ,$47.50 ,$100.00 ,$100.00 ,1,7,0,4,23,21,3,80,0,1,100050503
0,X,E,NA,1,64018,43702,26,$14.00 ,$8.94 ,$13.00 ,$14.00 ,2,15,0,5,18,9,3,129,1,0,100550727
0,Z,A,43,1,91262,44643,60,$20.00 ,$20.00 ,$20.00 ,$20.00 ,1,2,1,1,15,11,5,23,0,1,100328432
0,X,D,NA,0,105281,$0.00 ,24,$10.00 ,$9.38 ,$10.00 ,$10.00 ,3,16,1,9,18,15,6,99,1,0,100615700
0,Z,C,NA,0,127402,47079,48,$25.00 ,$25.00 ,$25.00 ,$25.00 ,2,2,2,2,17,13,6,17,1,0,100844549
0,X,A,50,1,158990,58658,41,$10.00 ,$6.00 ,$5.00 ,$20.00 ,3,15,1,5,17,25,10,80,0,1,100388992
0,X,D,51,1,72386,59756,24,$15.00 ,$7.72 ,,$15.00 ,1,18,0,9,25,10,4,129,1,0,100466080
0,X,B,45,1,165997,118204,26,$62.50 ,$45.00 ,$100.00 ,$25.00 ,2,4,1,2,23,14,6,65,1,0,100637428
0,Z,E,71,0,35863,36612,35,$20.00 ,$20.00 ,$20.00 ,$20.00 ,1,1,1,1,19,10,4,19,0,1,100535487
1,X,C,85,1,60640,$0.00 ,33,$3.33 ,$3.17 ,$3.00 ,$5.00 ,7,25,5,17,19,14,7,104,1,0,100412154
1,X,E,73,1,48968,41382,32,$9.75 ,$8.20 ,$12.50 ,$5.00 ,4,10,2,5,14,22,8,63,1,0,100470127
1,X,A,43,0,296589,$0.00 ,0,$5.50 ,$5.00 ,$5.50 ,$6.00 ,4,17,4,12,15,11,5,113,1,0,100290617
0,X,E,78,1,49721,48244,23,$20.00 ,$16.43 ,$20.00 ,$20.00 ,2,6,2,5,16,12,5,65,0,1,100752362
0,Z,B,NA,1,150103,61094,52,$140.00 ,$140.00 ,$140.00 ,$140.00 ,1,1,1,1,21,25,5,21,1,0,100116150
1,X,D,38,0,70114,52364,26,$7.33 ,$3.29 ,$7.33 ,$10.00 ,3,24,3,13,16,16,6,97,0,1,100562313
0,X,B,34,1,289195,95515,20,$15.00 ,$12.50 ,,$15.00 ,1,4,0,1,26,9,4,65,0,1,100989138
0,X,A,81,0,119491,$0.00 ,31,$15.00 ,$8.86 ,,$15.00 ,1,14,0,5,18,14,5,86,1,0,100423873
0,X,B,74,1,82615,37994,52,$10.25 ,$9.00 ,$10.00 ,$10.00 ,7,20,3,12,18,13,5,122,1,0,100130870
0,Z,C,NA,1,46265,23876,15,$10.00 ,$10.00 ,$15.00 ,$5.00 ,2,2,1,1,19,10,4,24,1,0,100606330
1,X,A,77,0,305086,$0.00 ,36,$11.00 ,$9.30 ,$10.00 ,$10.00 ,5,10,2,4,18,13,6,69,1,0,100775758
0,X,D,32,1,74516,61866,24,$20.00 ,$20.00 ,$20.00 ,$20.00 ,3,3,2,2,27,10,5,34,0,1,100755022
0,X,E,37,1,37914,37576,37,$26.00 ,$20.20 ,,$25.00 ,3,11,1,5,27,12,6,78,0,1,100478869
0,X,A,NA,0,319366,$0.00 ,37,$11.50 ,$11.50 ,$11.50 ,$18.00 ,2,2,2,2,21,10,4,29,1,0,100310854
0,X,B,73,0,95804,$0.00 ,44,$14.00 ,$13.00 ,$12.00 ,$15.00 ,3,8,1,6,18,13,6,81,0,1,100734672
0,Y,E,69,1,43106,30671,24,$19.00 ,$14.50 ,$19.00 ,$19.00 ,0,5,0,3,22,10,4,105,0,1,100946520
0,Y,E,50,1,48812,43334,40,$15.00 ,$11.67 ,$15.00 ,$15.00 ,3,4,2,3,24,11,5,42,0,1,100089912
0,X,C,75,1,51314,45542,24,$11.75 ,$6.58 ,$12.50 ,$15.00 ,4,12,2,5,20,14,6,85,0,1,100558624
0,X,E,74,0,38621,$0.00 ,29,$16.00 ,$11.33 ,$12.00 ,$20.00 ,2,9,1,6,16,12,5,98,1,0,100270846
0,X,E,NA,0,62504,$0.00 ,35,$15.00 ,$9.00 ,$15.00 ,$15.00 ,2,10,2,6,22,11,5,92,1,0,100764976
1,X,A,35,0,252516,$0.00 ,31,$12.50 ,$9.59 ,$12.14 ,$5.00 ,10,29,7,13,13,20,6,123,1,0,100022431
0,X,A,29,0,142895,105307,35,$9.00 ,$7.00 ,$9.00 ,$10.00 ,1,9,1,4,17,12,5,51,0,1,100216045
0,X,E,74,1,88309,46512,39,$14.00 ,$9.00 ,,$16.00 ,2,9,0,3,18,11,4,120,1,0,100182396
1,Y,D,NA,0,64589,$0.00 ,27,$7.00 ,$6.09 ,$6.67 ,$5.00 ,4,11,3,8,5,10,3,51,0,1,100815108
1,X,E,NA,1,81890,42258,27,$5.00 ,$5.00 ,$5.00 ,$5.00 ,8,12,6,7,19,13,7,44,0,1,101043052
1,X,B,NA,0,62984,$0.00 ,26,$5.80 ,$6.33 ,$6.00 ,$9.00 ,5,9,4,5,17,6,3,41,1,0,100830799
1,X,C,81,1,53500,37165,39,$10.00 ,$7.78 ,$10.00 ,$10.00 ,6,27,3,14,15,14,6,122,0,1,100220269
0,X,E,41,0,142099,39406,21,$8.33 ,$7.86 ,$10.33 ,$8.00 ,6,7,3,4,18,13,6,38,1,0,100149573
1,X,D,48,0,52031,40485,32,$10.00 ,$10.00 ,$10.00 ,$20.00 ,3,7,1,3,18,13,6,45,1,0,100082156
0,Z,C,65,1,170320,60020,40,$25.00 ,$25.00 ,,$25.00 ,0,0,0,0,19,10,4,19,0,1,100732391
0,X,E,50,1,81489,45849,37,$14.40 ,$14.11 ,$12.33 ,$20.00 ,6,10,4,5,12,29,8,45,0,1,100934707
0,X,C,NA,0,135208,64441,42,$12.67 ,$8.71 ,$14.00 ,$14.00 ,4,18,2,11,17,18,6,105,0,1,100508288
0,X,B,38,1,107195,65663,35,$15.00 ,$8.23 ,,$15.00 ,1,13,0,8,17,13,4,119,1,0,100884838
0,Z,D,NA,0,129285,$0.00 ,33,$20.00 ,$20.00 ,,$20.00 ,2,2,0,0,16,11,5,20,1,0,100044392
0,Z,A,62,1,286477,174955,39,$20.00 ,$20.00 ,$20.00 ,$20.00 ,1,1,1,1,16,12,5,16,0,1,100600782
0,X,C,85,0,92118,48219,21,$10.17 ,$10.17 ,$13.33 ,$7.00 ,6,6,3,3,16,15,6,33,1,0,100301826
0,X,C,55,1,120120,65457,35,$14.67 ,$12.67 ,$16.00 ,$18.00 ,3,6,2,4,16,13,6,51,1,0,100458582
0,X,C,57,1,71629,72377,29,$16.00 ,$11.75 ,,$20.00 ,2,4,0,2,26,10,5,52,1,0,100553747
1,X,C,41,0,97698,91025,23,$10.00 ,$10.00 ,$6.00 ,$18.00 ,3,3,2,2,18,13,6,33,0,1,100124870
1,X,E,NA,0,53298,39912,25,$5.50 ,$5.73 ,$7.00 ,$5.00 ,4,11,1,4,18,11,5,75,0,1,100182974
0,X,E,71,0,23206,36499,28,$17.00 ,$15.00 ,$17.00 ,$21.00 ,4,6,4,5,22,12,6,42,0,1,100758033
0,X,E,40,1,69003,36646,45,$7.17 ,$6.31 ,$7.40 ,$6.00 ,6,13,5,9,21,11,6,56,1,0,100421650
0,X,D,80,1,142412,63982,40,$30.00 ,$14.80 ,,$30.00 ,2,6,1,2,26,12,7,91,1,0,100141009
0,Z,B,NA,1,105504,67436,24,$15.00 ,$15.00 ,$15.00 ,$15.00 ,1,1,1,1,17,12,4,17,1,0,100116335
1,X,A,51,1,137490,51328,37,$10.00 ,$7.33 ,$8.00 ,$8.00 ,4,12,1,3,17,20,8,68,0,1,100101904
1,X,E,64,0,66476,$0.00 ,28,$16.00 ,$11.60 ,$17.00 ,$17.00 ,1,9,0,4,16,12,5,123,0,1,100935303
1,X,A,16,0,67494,34416,38,$5.75 ,$5.18 ,,$5.00 ,3,10,0,2,17,11,5,68,0,1,100135182
1,X,E,81,0,390774,$0.00 ,0,$9.00 ,$8.39 ,$9.00 ,$10.00 ,4,18,4,13,21,11,5,124,1,0,100903535
0,X,E,NA,1,42691,38906,33,$12.50 ,$9.25 ,$10.00 ,$15.00 ,2,4,1,2,19,11,5,40,1,0,100373067
1,X,C,NA,0,50907,$0.00 ,18,$16.00 ,$16.00 ,$16.00 ,$17.00 ,2,2,2,2,21,10,4,29,0,1,100123448
1,X,A,41,1,279394,35838,0,$35.00 ,$47.81 ,$35.00 ,$34.00 ,8,16,8,12,11,30,11,73,1,0,100385493
1,X,B,7,1,577695,163018,45,$15.00 ,$11.50 ,$15.00 ,$20.00 ,2,8,2,7,24,13,6,81,0,1,100156925
1,Z,E,NA,0,31284,$0.00 ,33,$11.33 ,$11.33 ,$10.00 ,$12.00 ,3,3,1,1,15,11,5,24,1,0,100481783
0,X,C,47,1,69414,48173,26,$12.50 ,$12.50 ,$10.00 ,$15.00 ,2,2,1,1,18,10,4,29,0,1,101030177
0,X,C,73,0,61297,45942,52,$13.00 ,$7.36 ,,$15.00 ,3,12,1,5,16,13,6,82,1,0,100783687
1,X,A,NA,0,175008,$0.00 ,19,$14.25 ,$11.89 ,$16.50 ,$18.00 ,4,9,2,6,16,14,6,105,0,1,100636472
0,Z,A,45,0,192681,$0.00 ,38,$15.00 ,$15.00 ,$15.00 ,$15.00 ,1,1,1,1,19,10,4,19,0,1,100024902
0,X,E,31,1,64395,39591,47,$15.00 ,$10.75 ,$15.00 ,$15.00 ,1,4,1,3,18,10,4,104,1,0,100865140
1,X,C,49,1,66574,27348,29,$10.50 ,$7.91 ,$10.50 ,$12.00 ,4,11,4,8,15,13,6,81,0,1,101035793
0,X,E,79,0,41810,45905,35,$13.50 ,$11.29 ,$13.50 ,$15.00 ,2,7,2,6,19,12,4,101,0,1,100854642
0,X,E,70,1,42802,56280,32,$6.67 ,$5.58 ,$7.00 ,$10.00 ,7,13,5,8,25,12,7,54,1,0,100566753
1,X,E,NA,0,51727,47888,25,$5.20 ,$5.33 ,$5.75 ,$6.00 ,5,6,4,4,15,14,6,29,0,1,100474035
0,X,E,87,1,39894,39276,40,$17.67 ,$10.90 ,$18.00 ,$19.00 ,3,10,2,8,21,12,6,80,1,0,100806394
1,X,C,68,1,353069,121127,47,$32.50 ,$21.00 ,$32.50 ,$40.00 ,2,7,2,5,24,11,6,110,1,0,100732098
0,X,E,78,1,83713,54425,39,$20.00 ,$14.17 ,,$20.00 ,2,6,0,2,18,13,6,91,0,1,100517406
0,X,D,69,0,98182,68599,19,$12.20 ,$8.80 ,$12.50 ,$13.00 ,5,10,2,5,19,13,6,75,1,0,100139973
0,Y,D,64,1,88093,54033,34,$21.25 ,$21.25 ,$21.67 ,$25.00 ,5,5,4,4,21,14,7,34,1,0,100166824
0,X,D,51,1,50378,37231,13,$18.20 ,$12.83 ,$17.50 ,$18.00 ,4,11,1,4,24,11,5,64,1,0,100525151
0,X,B,NA,1,93185,54928,26,$17.50 ,$12.00 ,,$25.00 ,2,5,0,1,18,14,6,79,1,0,100348248
0,X,C,51,1,70725,50077,31,$28.00 ,$14.38 ,$9.00 ,$50.00 ,3,8,1,6,19,14,6,128,0,1,100837283
0,X,C,54,1,162786,48027,28,$12.50 ,$19.29 ,$10.00 ,$25.00 ,4,14,2,7,18,16,6,104,0,1,100513709
0,Z,A,31,0,555010,83934,24,$15.00 ,$15.00 ,$15.00 ,$15.00 ,1,1,1,1,17,10,4,17,1,0,100006905
0,X,A,54,1,176792,81017,20,$25.00 ,$20.80 ,,$25.00 ,1,5,0,1,20,13,6,73,0,1,100117461
1,X,E,59,1,48483,34293,14,$15.00 ,$9.50 ,,$15.00 ,1,7,0,0,14,5,1,68,0,1,100463120
0,X,E,48,1,81477,45851,35,$14.40 ,$14.11 ,$12.33 ,$20.00 ,4,8,2,3,10,27,6,43,0,1,100741973
1,X,B,NA,0,78407,73290,26,$15.25 ,$14.54 ,$15.50 ,$15.00 ,8,26,4,8,6,39,10,91,0,1,100501485
0,X,D,77,1,59417,42064,41,$24.00 ,$12.54 ,$23.00 ,$25.00 ,2,13,1,7,18,13,6,112,1,0,100622967
0,X,C,NA,1,30011,39002,30,$17.33 ,$13.00 ,$19.00 ,$17.00 ,3,5,1,2,18,13,6,41,1,0,100644888
0,Z,E,NA,0,41492,$0.00 ,18,$20.00 ,$20.00 ,,$20.00 ,1,1,0,0,20,11,4,20,1,0,100144762
0,X,C,71,1,62379,60257,34,$15.33 ,$14.33 ,$15.00 ,$15.00 ,4,7,2,3,26,8,5,76,0,1,101019874
1,X,A,55,1,84808,36641,26,$3.80 ,$3.73 ,$5.00 ,$10.00 ,5,15,2,7,18,14,6,110,0,1,100401169
1,Y,B,75,1,595403,89961,31,$17.50 ,$17.50 ,$17.50 ,$25.00 ,2,2,2,2,16,12,6,21,1,0,100970478
0,X,C,16,1,47698,40757,44,$10.00 ,$5.94 ,,$10.00 ,0,16,0,10,24,8,3,126,1,0,100280472
0,X,D,63,1,45993,31594,37,$16.00 ,$9.11 ,,$16.00 ,1,9,0,4,16,13,6,99,1,0,100822425
0,X,E,35,1,24979,23827,21,$12.50 ,$11.67 ,,$15.00 ,2,3,0,0,18,11,5,31,0,1,100574929
0,X,B,43,1,94600,66813,38,$7.86 ,$6.31 ,$7.80 ,$8.00 ,7,39,5,25,22,11,5,129,1,0,100307802
0,X,D,NA,0,35709,$0.00 ,27,$15.00 ,$8.22 ,$20.00 ,$20.00 ,2,8,0,1,16,12,5,55,1,0,100950963
1,Y,C,64,1,78094,55514,30,$8.20 ,$6.27 ,$7.00 ,$8.00 ,5,15,2,8,15,6,3,120,1,0,100708319
0,X,E,41,1,39312,49261,33,$12.50 ,$8.57 ,$12.50 ,$15.00 ,1,6,1,3,20,11,5,85,0,1,100942248
1,Y,E,62,1,114903,76021,38,$5.60 ,$5.26 ,$5.00 ,$6.00 ,5,19,2,8,20,11,5,130,1,0,100512238
0,X,E,71,1,98185,39798,33,$14.00 ,$9.58 ,$13.00 ,$15.00 ,5,12,2,6,18,13,6,65,1,0,100955954
0,X,C,NA,0,61977,$0.00 ,28,$6.86 ,$6.05 ,$8.33 ,$5.00 ,7,42,3,23,22,18,6,122,1,0,101033556
0,X,E,35,1,34793,35171,16,$15.50 ,$12.00 ,,$20.00 ,2,3,0,1,17,12,6,42,1,0,100769315
0,X,B,57,1,142189,50065,36,$16.00 ,$13.60 ,,$16.00 ,1,5,0,4,19,11,4,78,1,0,100349401
0,X,E,62,1,42527,60867,36,$10.00 ,$8.83 ,,$10.00 ,0,5,0,1,23,18,8,77,1,0,100266793
0,X,D,NA,1,80086,60454,21,$16.00 ,$9.11 ,$16.00 ,$16.00 ,1,18,0,11,26,10,4,90,0,1,100897900
1,X,A,62,1,114108,54863,26,$10.00 ,$7.67 ,$10.00 ,$15.00 ,3,4,3,3,23,11,6,30,0,1,100103799
0,X,C,62,1,122897,70540,31,$12.75 ,$12.75 ,$12.75 ,$14.00 ,4,4,4,4,16,14,6,29,0,1,100917282
0,X,E,81,1,58442,38273,28,$26.67 ,$17.25 ,$26.67 ,$25.00 ,3,16,3,9,22,13,6,91,0,1,100946742
0,Z,E,30,0,56975,41864,37,$20.00 ,$20.00 ,$20.00 ,$20.00 ,2,2,2,2,22,11,5,22,1,0,100825968
1,X,A,NA,0,430965,$0.00 ,44,$13.40 ,$10.82 ,$14.00 ,$15.00 ,5,11,1,3,15,15,6,75,1,0,100407645
1,X,E,NA,0,63007,37478,30,$14.00 ,$8.50 ,$8.00 ,$20.00 ,4,11,2,4,19,14,7,76,1,0,100572459
1,X,E,78,1,36092,42702,28,$5.00 ,$6.06 ,$5.00 ,$0.00 ,2,17,1,7,5,38,6,129,1,0,100852967
0,X,D,79,1,68800,34269,30,$18.33 ,$10.71 ,$15.00 ,$25.00 ,3,17,2,6,18,13,6,109,1,0,100621992
0,X,E,59,1,34294,43053,25,$17.33 ,$13.31 ,$16.33 ,$20.00 ,5,25,2,11,17,12,5,109,0,1,101039286
0,Y,C,NA,1,72320,50832,30,$12.50 ,$16.67 ,$15.00 ,$25.00 ,2,3,1,1,9,13,3,28,0,1,100620584
0,X,E,48,1,44417,29386,20,$20.00 ,$14.67 ,,$20.00 ,1,6,0,3,19,11,4,79,1,0,100055360
0,X,D,80,1,148331,58061,43,$16.75 ,$11.58 ,$19.00 ,$17.00 ,5,13,4,8,18,26,10,81,1,0,100319139
0,X,C,83,1,69588,51626,21,$20.67 ,$17.00 ,$20.00 ,$20.00 ,2,9,0,4,21,12,6,92,1,0,100162583
1,X,B,NA,0,112089,56249,25,$9.00 ,$7.69 ,$8.00 ,$10.00 ,7,40,4,15,18,15,7,123,0,1,100884928
0,X,B,83,0,58194,$0.00 ,43,$13.67 ,$10.33 ,$15.00 ,$15.00 ,3,6,1,3,20,7,4,63,1,0,100354924
0,X,C,NA,0,71788,$0.00 ,26,$21.67 ,$18.50 ,$21.67 ,$25.00 ,3,4,3,4,15,13,6,42,1,0,100799823
0,X,E,NA,0,39439,$0.00 ,28,$12.00 ,$11.09 ,$12.00 ,$12.00 ,3,11,1,6,18,12,6,92,1,0,100671370
1,X,D,53,1,81309,35439,39,$9.50 ,$6.84 ,$9.50 ,$10.00 ,3,24,3,13,16,12,5,124,0,1,100815017
0,X,C,65,1,74275,72356,40,$13.67 ,$10.83 ,,$15.00 ,3,6,0,1,19,12,6,63,0,1,100553172
0,X,C,77,0,42109,$0.00 ,23,$5.33 ,$3.23 ,$6.67 ,$5.00 ,12,43,6,24,15,12,5,124,1,0,100548510
0,X,E,63,1,32210,31471,30,$12.00 ,$4.60 ,,$12.00 ,1,15,0,7,16,11,4,130,1,0,100914585
0,X,E,NA,0,65355,$0.00 ,40,$11.67 ,$6.91 ,$15.00 ,$15.00 ,3,11,1,7,16,14,6,123,0,1,100421805
0,Y,E,80,0,62912,45337,36,$12.00 ,$9.00 ,$12.00 ,$12.00 ,1,16,1,13,17,11,4,124,1,0,100353599
0,Z,E,75,1,47877,26728,40,$25.00 ,$25.00 ,,$25.00 ,1,1,0,0,15,10,5,15,0,1,100110867
0,X,C,NA,0,81819,53309,37,$11.33 ,$9.86 ,,$12.00 ,3,7,0,2,15,12,6,53,1,0,100751309
1,X,A,79,0,129291,77153,34,$15.00 ,$15.00 ,$15.00 ,$15.00 ,4,5,4,5,15,14,6,33,1,0,100698209
0,X,B,33,0,81329,59107,50,$0.00 ,$12.56 ,,$15.00 ,1,10,1,3,19,14,7,70,0,1,100804523
1,X,A,72,0,265428,107272,33,$22.50 ,$25.71 ,,$25.00 ,2,7,0,1,16,17,5,80,0,1,100496508
0,X,E,55,0,$0.00 ,$0.00 ,24,$24.50 ,$24.50 ,,$34.00 ,2,2,0,0,26,11,5,31,1,0,100152125
0,X,C,47,1,107096,92210,30,$19.00 ,$13.50 ,$19.00 ,$25.00 ,2,4,2,4,21,13,6,45,1,0,100462400
0,X,E,77,1,50510,34412,35,$5.00 ,$5.36 ,$5.00 ,$5.00 ,6,14,5,10,16,14,6,74,1,0,101010344
1,X,D,NA,0,87084,40269,42,$11.67 ,$9.35 ,$10.00 ,$10.00 ,4,24,2,13,9,33,8,105,1,0,100080009
0,X,B,51,1,90029,80664,41,$12.50 ,$12.50 ,$5.00 ,$15.00 ,4,4,1,1,19,13,6,30,1,0,100788362
0,X,B,54,0,57806,$0.00 ,34,$8.67 ,$6.57 ,,$8.00 ,3,7,0,1,16,12,6,57,1,0,100210579
0,X,B,83,1,110992,38666,39,$25.00 ,$13.75 ,,$25.00 ,2,5,1,2,20,14,7,57,0,1,100522514
0,Z,A,NA,0,64719,$0.00 ,0,$26.75 ,$17.32 ,$23.00 ,$10.00 ,4,44,3,21,6,39,11,127,0,1,100002189
0,Z,B,59,1,126228,50571,37,$15.00 ,$15.00 ,$15.00 ,$15.00 ,1,1,1,1,21,8,3,21,0,1,100709353
0,X,E,55,0,61697,$0.00 ,34,$15.00 ,$12.86 ,$15.00 ,$20.00 ,4,7,2,4,16,15,6,45,1,0,101009580
1,X,A,NA,1,112495,48810,10,$15.00 ,$16.25 ,$15.00 ,$20.00 ,1,7,1,1,10,24,3,34,0,1,100876592
0,X,A,64,1,141616,67046,28,$26.00 ,$16.10 ,$26.00 ,$26.00 ,0,9,0,5,23,10,5,80,1,0,100599221
0,X,A,77,1,383894,79882,22,$10.80 ,$9.00 ,$7.25 ,$10.00 ,4,10,3,5,23,12,5,56,1,0,100409794
0,X,E,80,1,64873,49120,50,$15.67 ,$12.00 ,$13.00 ,$20.00 ,3,8,1,3,19,13,6,53,0,1,100784213
0,X,A,66,0,75407,$0.00 ,0,$15.86 ,$11.70 ,$15.17 ,$10.00 ,7,20,6,11,16,26,11,64,1,0,100385502
